name,city,state,url,img_url,mascot
University of North Carolina at Chapel Hill,Chapel Hill,NC,www.unc.edu,http://identity.unc.edu/files/2014/01/image29a.jpg,Tar Heels
University of North Dakota,Grand Forks,ND,www.und.edu,https://und.edu/identity/_files/images/logos/download/vt-logotype-full-rgb.png,Fighting Hawks
University of North Florida,Jacksonville,FL,www.unf.edu,https://d28htnjz2elwuj.cloudfront.net/wp-content/uploads/2013/11/University_of_North_Florida_logo.jpg,Ospreys
University of North Texas,Denton,TX,www.unt.edu,https://webassets.unt.edu/unt-foundation/images/unt-logo-stacked-green.svg,Eagles
University of Northern Iowa,Cedar Falls,IA,www.uni.edu,https://www.google.com/search?q=University+of+Rochester+mascot&source=lnms&tbm=isch&sa=X&ved=0ahUKEwjNt-z5ibfUAhXIMz4KHUxOBoMQ_AUICigB&biw=1024&bih=671#tbm=isch&q=University+of+Northern+Iowa&imgrc=HMSxut9pKXRaYM:,Panthers
University of Northwestern Ohio,Lima,OH,www.unoh.edu,https://www.scoutforceathlete.com/media/college/university-of-northwestern-ohio55d705b597f90.jpg,Racers
University of Notre Dame,Notre Dame,IN,www.nd.edu,https://upload.wikimedia.org/wikipedia/en/thumb/f/f1/University_of_Notre_Dame_logo.svg/1280px-University_of_Notre_Dame_logo.svg.png,Fighting Irish
University of Oklahoma,Norman,OK,www.ou.edu,http://www.myatmarket.com/pics/Logos/OU%20Wordmark.png,Sooners
University of Oregon,Eugene,OR,www.uoregon.edu,https://www.mindful.org/wp-content/uploads/2015/06/university-of-oregon.png,Ducks
University of Pennsylvania,Philadelphia,PA,www.upenn.edu,http://www.freelogovectors.net/wp-content/uploads/2014/01/Penn_Logo_University_of_Pennsylvania-Coat-of-Arms1.jpg,Quakers
University of Pittsburgh - Main Campus,Pittsburgh,PA,www.pitt.edu,https://upload.wikimedia.org/wikipedia/en/thumb/f/fb/University_of_Pittsburgh_seal.svg/1010px-University_of_Pittsburgh_seal.svg.png,Panthers
University of Portland,Portland,OR,www.up.edu,https://upload.wikimedia.org/wikipedia/en/1/17/University_Portland_logo.png,Pilots
University of Rhode Island,Kingston,RI,www.uri.edu/,https://d28htnjz2elwuj.cloudfront.net/wp-content/uploads/2013/11/University_of_Rhode_Island_logo.jpg,Rams
University of Richmond,Richmond,VA,www.richmond.edu,https://user-content.givegab.com/uploads/group/logo/52/university-of-richmond-logo.jpg,Spiders
University of Rochester,Rochester,NY,www.rochester.edu,https://d28htnjz2elwuj.cloudfront.net/wp-content/uploads/2013/11/University_of_Rochester_logo.png,Yellow Jackets
University of Saint Francis - Fort Wayne,Fort Wayne,IN,www.sf.edu,http://c.ymcdn.com/sites/www.icindiana.org/resource/resmgr/campus_logos/stfrancis.gif,Cougars
University of Saint Joseph,West Hartford,CT,www.sjc.edu,https://upload.wikimedia.org/wikipedia/en/thumb/c/c0/UnivSJct.jpg/220px-UnivSJct.jpg,Blue Jays
University of Saint Mary,Leavenworth,KS,www.stmary.edu,http://www.bestvaluecolleges.org/files/nominees/dc2b04d9163f35fc8ffc6f3b15510ad156.jpg,Spires
University of San Diego,San Diego,CA,www.sandiego.edu,https://upload.wikimedia.org/wikipedia/en/thumb/0/0e/University_of_San_Diego_logo.svg/641px-University_of_San_Diego_logo.svg.png,Toreros
University of San Francisco,San Francisco,CA,www.usfca.edu,http://1.bp.blogspot.com/-4dlgnzryhVk/TlEhEDhO0jI/AAAAAAAAB-4/qxBaBD6nbNs/s500/University+of+San+Francisco+logo+2011+centered.png,Dons
University of Sioux Falls,Sioux Falls,SD,usiouxfalls.edu,https://i.forbesimg.com/media/lists/colleges/university-of-south-dakota_416x416.jpg,Coyotes
University of South Carolina - Columbia,Columbia,SC,www.sc.edu/,http://odk.org/wp-content/uploads/2014/05/south-carolina1.png,Gamecocks
University of South Dakota,Vermillion,SD,WWW.USD.EDU,https://i.forbesimg.com/media/lists/colleges/university-of-south-dakota_416x416.jpg,Coyotes
University of South Florida,Tampa,FL,www.usf.edu,http://www.books-not-bombs.com/content/images/schools/usf.png,Bulls
University of Southern California,Los Angeles,CA,www.usc.edu/,https://upload.wikimedia.org/wikipedia/en/thumb/7/70/University_of_Southern_California_Logo.svg/1280px-University_of_Southern_California_Logo.svg.png,Trojans
University of Southern Mississippi,Hattiesburg,MS,www.usm.edu,https://upload.wikimedia.org/wikipedia/en/thumb/0/04/University_of_Southern_Mississippi_Seal.svg/1200px-University_of_Southern_Mississippi_Seal.svg.png,Golden Eagles
University of Texas at Austin,Austin,TX,www.utexas.edu,https://tuition.utexas.edu/sites/all/themes/tuition/logo.png,Longhorns
University of the District of Columbia,Washington,DC,www.udc.edu,https://upload.wikimedia.org/wikipedia/en/6/6e/University_of_the_District_of_Columbia_%28logo%29.jpg,Firebirds
University of Toledo,Toledo,OH,www.utoledo.edu/,https://d28htnjz2elwuj.cloudfront.net/wp-content/uploads/2013/08/University-of-Toledo-logo.jpg,Rockets
University of Tulsa,Tulsa,OK,www.utulsa.edu,https://d28htnjz2elwuj.cloudfront.net/wp-content/uploads/2013/11/University_of_Tulsa_Logo.jpg,Canes
University of Utah,Salt Lake City,UT,www.utah.edu,https://i.forbesimg.com/media/lists/colleges/university-of-utah_416x416.jpg,Utes
University of Vermont,Burlington,VT,www.uvm.edu,http://www.uvm.edu/www/images/logos/uvmlogo-63865e.gif,Catamounts
University of Virginia,Charlottesville,VA,www.virginia.edu/,https://www.transcepta.com/wp-content/uploads/2016/02/University_Of_Virginia_Logo_04.png,Cavaliers
University of Washington,Seattle,WA,www.washington.edu,http://students.washington.edu/pes/Images/UW%20Seal.GIF,Huskies
University of Wisconsin - Madison,Madison,WI,www.wisc.edu,https://brand.wisc.edu/content/uploads/2016/11/uw-logo-red-centered-300x180.png,Badgers
University of Wyoming,Laramie,WY,www.uwyo.edu,http://www.atmos.uwyo.edu/uwka/images/UWSig_brown.png,Cowboys
Upper Iowa University,Fayette,IA,www.uiu.edu,https://images.efollett.com/htmlroot/images/templates/storeLogos/CA/308.gif,Peacocks
Urbana University,Urbana,OH,www.urbana.edu,http://www.firststudent.com/wp-content/uploads/2016/03/New-Urbana-Primary-Logo-002.png,Blue Knights
Utah State University,Logan,UT,www.usu.edu,http://cdn2.hubspot.net/hub/171614/file-1617961694-jpg/vertical_logo_blue.jpg,Aggies
Utah Valley University,Orem,UT,www.uvu.edu,https://upload.wikimedia.org/wikipedia/en/thumb/a/a1/Utah_Valley_University_seal.svg/1024px-Utah_Valley_University_seal.svg.png,Wolverines
Valdosta State University,Valdosta,GA,www.valdosta.edu,http://www.americanlogogear.com/uploads/1/8/3/0/18305501/5009481.png?202,Blazers
Vanderbilt University,Nashville,TN,www.vanderbilt.edu,http://www.vanderbilt.edu/cso/images/vu07b.jpg,Commodores
Villanova University,Villanova,PA,www.villanova.edu,http://www1.villanova.edu/content/villanova/artsci/mathematics/cse/ProfDev/_jcr_content/pagecontent/collapsetextimage/image.img.jpg/1492716377927.jpg,Wildcats
Virginia State University,Petersburg,VA,www.vsu.edu,https://upload.wikimedia.org/wikipedia/en/c/c8/VSU_seal.png,Trojans
Virginia Union University,Richmond,VA,www.vuu.edu,http://hbcuconnect.com/images/hbcuprofiles/vaunion_header.gif,Panthers
Wake Forest University,Winston Salem,NC,www.wfu.edu,http://identitystandards.wfu.edu/files/2012/01/WFU_Univ_V_RGB.jpg,Deacons
Walsh University,North Canton,OH,www.walsh.edu,https://www.walsh.edu/img/logo.png,Cavaliers
Washington and Lee University,Lexington,VA,www.wlu.edu/,https://enterprise.google.com/chrome/images-v2/resources/logo-washington-and-lee-university-color.png,Generals
Washington State University,Pullman,WA,www.wsu.edu/,https://brand.wsu.edu/wp-content/themes/brand/images/pages/logos/examples/signature-distorted.png,Cougars
Washington University in St Louis,Saint Louis,MO,www.wustl.edu,https://d28htnjz2elwuj.cloudfront.net/wp-content/uploads/2013/11/Washington_University_in_St.-Louis_logo.jpg,Bears
Wayne State College,Wayne,NE,www.wsc.edu,https://images.efollett.com/htmlroot/images/templates/storeLogos/CA/1137.gif,Wildcats
Wayne State University,Detroit,MI,www.wayne.edu,http://mac.wayne.edu/downloads/warrior_banded_logo.jpg,Warriors
Wesleyan University,Middletown,CT,WWW.WESLEYAN.EDU,https://www.cappex.com/assets/c-130697/logos/wesleyan-university_2013-10-02_09-30-46.103.jpg,Cardinals
West Liberty University,West Liberty,WV,www.westliberty.edu,http://cloudfront.sproutfund.org/files/2014/10/WLU-web.png,Toppers
West Texas A&M University,Canyon,TX,www.wtamu.edu,http://wtamu.edu/webres/Image/Site%20Pictures/News/graphic_standards_2015fall/Verticallogo_7421.png,Bison
West Virginia State University,Institute,WV,www.wvstateu.edu,https://cdn.internationalstudent.com/images/ISI/branded-schools/wvsu.jpg,Hornets
West Virginia University,Morgantown,WV,www.wvu.edu/,http://patienttalk.org/wp-content/uploads/2014/11/Western-Virginia-University.jpg,Mountaineers
Western Carolina University,Cullowhee,NC,www.wcu.edu,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Western_Carolina_University_Logo.svg/2000px-Western_Carolina_University_Logo.svg.png,Catamounts
Western Connecticut State University,Danbury,CT,www.wcsu.edu,https://upload.wikimedia.org/wikipedia/en/4/46/WestConn_logo.jpg,Colonials
Western Governors University,Salt Lake City,UT,www.wgu.edu,http://worldscholarshipforum.com/wp-content/uploads/2017/05/Western-Governors-University-StraighterLine-Scholarship.jpg,Owls
Western Illinois University,Macomb,IL,www.wiu.edu,http://www.wiu.edu/images/news/14624/14624_6675_1_thumb.jpg,Bulldogs
Western Kentucky University,Bowling Green,KY,www.wku.edu,https://www.parchment.com/c/images/college/1685-crest-250-200-e4bdddb4b72f7926db0933035d6445f9.png,Hilltoppers
Western Michigan University,Kalamazoo,MI,www.wmich.edu,https://images.efollett.com/htmlroot/images/templates/storeLogos/CA/1333.gif,Broncos
Western Nevada College,Carson City,NV,www.wnc.edu,http://ktvn.images.worldnow.com/images/6825651_G.jpg,Wildcats
Western New England University,Springfield,MA,www.wnec.edu,http://odk.org/wp-content/uploads/2014/05/western-new-england.jpg,Golden Bears
Western New Mexico University,Silver City,NM,www.wnmu.edu,https://www.higheredjobs.com/images/AccountImages/402_2.jpg,Mustangs
Western Oklahoma State College,Altus,OK,www.wosc.edu,http://media.hometeamsonline.com/photos/softball/WOSC/homelogo.jpg?t=0.36454572027655896,Pioneers
Western Oregon University,Monmouth,OR,www.wou.edu,http://www.wou.edu/las/physci/poston//WOU.jpg,Wolves
Wilberforce University,Wilberforce,OH,www.wilberforce.edu,https://giving.wilberforce.edu/image/Insignia-Horizontal.png,Bulldogs
Wilkes University,Wilkes-Barre,PA, www.wilkes.edu ,http://community.wilkes.edu/s/344/images/editor/wu_ppl__places__logos/2C_WU_LOGO.jpg,Colonels
Willamette University,Salem,OR,www.willamette.edu,https://upload.wikimedia.org/wikipedia/en/a/af/WillametteUlogo.png,Bearcats
William Carey University,Hattiesburg,MS,www.wmcarey.edu,http://www.mascotdb.com/images/logos/50410.jpg,Crusaders
Wilmington University,New Castle,DE,www.wilmu.edu,https://i.forbesimg.com/media/lists/colleges/wilmington-university_416x416.jpg,Wildcats
Wingate University,Wingate,NC,www.wingate.edu,https://www.naicu.edu/imgLib/20120217_Wingate_W_RGB.jpg,Bulldogs
Winona State University,Winona,MN,www.winona.edu,https://upload.wikimedia.org/wikipedia/commons/3/3a/Winona_State_University_wordmark.png,Warriors
Winston-Salem State University,Winston-Salem,NC,www.wssu.edu,https://cdn.jbhe.com/wordpress/wp-content/uploads/2016/08/wssu-logo-horiz-2c-primary72.jpg,Rams
Winthrop University,Rock Hill,SC,www.winthrop.edu,http://www.rodgermotiskadesign.com/images/winthrop_logo.jpg?crc=425598042,Eagles
Wittenberg University,Springfield,OH,www.wittenberg.edu,https://careers.insidehighered.com/getasset/0d0f210b-93cd-4849-b02a-b7b95df2999a/,Tigers
Wolford College,Naples,FL,www.wolford.edu,http://webs.wofford.edu/mossre/hc/logo.gif,Terriers
Woodbury University,Burbank,CA,www.woodbury.edu,http://www.qgits.org/wp-content/uploads/2015/04/0j7BX03U-1.png,Warriors
Worcester State University,Worcester,MA,www.worcester.edu,http://odk.org/wp-content/uploads/2014/05/worcester.jpg,Lancers
Wright State University,Dayton,OH,www.wright.edu,http://www.wright.edu/sites/www.wright.edu/files/page/attachments/03_WRIGHTSTATE_BIPLANE_N_FULL.png,Raiders
Xavier University,Cincinnati,OH,www.xavier.edu,http://logonoid.com/images/xavier-university-logo.png,The Musketeers
Yale University,New Haven,CT,WWW.YALE.EDU,https://upload.wikimedia.org/wikipedia/commons/2/24/Yale_University_Logo.jpg,Bulldogs
York College,York,NE,www.york.edu/,http://cdn.stateuniversity.com/assets/logos/images/6703/large_logo.gif,Cardinals
York College of Pennsylvania,York,PA,www.ycp.edu,https://yt3.ggpht.com/-cD85kN46G1M/AAAAAAAAAAI/AAAAAAAAAAA/HZPheOxBoI4/s900-c-k-no-mo-rj-c0xffffff/photo.jpg,Spartans
Young Harris College,Young Harris,GA,www.yhc.edu,http://member.naicu.edu/imgLib/20110105_YHC_logo2597c.jpg,Mountain Lions
Youngstown State University,Youngstown,OH,www.ysu.edu,http://newsroom.ysu.edu/wp-content/uploads/2016/03/Logo-1-University-Y.horz_.jpg,Penguins
Yuba College,Marysville,CA,yc.yccd.edu/,http://californiacommunitycolleges.cccco.edu/Portals/0/colleges/collegeLogo/YubaCollegelogo.jpg,49ers
Zane State College,Zanesville,OH,www.zanestate.edu,http://ohiocommunitycolleges.org/wp-content/uploads/2014/09/ZSC.jpg,Tigers
